1,0,39,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM 
2,1,51,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
3,1,57,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
4,1,2,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
5,1,68,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
6,2,33,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
7,2,32,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
8,2,61,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
9,2,60,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
10,2,23,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
11,2,18,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
12,2,46,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
13,2,46,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
14,2,61,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
15,3,56,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
16,3,38,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
17,4,34,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
18,4,63,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
19,4,15,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
20,4,31,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
21,4,15,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
22,4,24,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
23,4,20,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
24,4,50,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
25,5,69,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
26,5,35,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
27,5,47,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
28,5,54,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
29,5,71,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
30,5,5,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
31,5,52,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
32,5,17,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
33,5,8,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
34,5,51,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
35,6,19,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
36,6,56,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
37,7,64,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
38,7,39,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
39,7,28,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
40,7,18,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
41,7,7,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
42,7,2,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
43,7,62,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
44,7,51,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
45,7,75,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
46,8,1,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
47,8,45,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
48,8,32,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
49,8,76,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
50,8,7,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
51,8,51,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
52,8,54,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
53,8,54,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
54,8,51,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
55,9,36,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
56,9,3,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
57,9,50,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
58,9,68,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
59,9,54,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
60,9,75,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
61,10,4,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
62,10,42,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
63,10,14,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
64,10,23,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
65,10,45,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
66,10,7,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
67,10,46,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
68,11,9,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
69,11,37,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
70,11,33,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
71,12,15,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
72,12,70,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
73,12,26,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
74,12,57,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
75,12,66,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
76,12,66,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
77,12,19,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
78,12,75,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
79,12,55,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
80,13,22,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
81,13,8,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
82,13,4,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
83,13,67,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
84,13,43,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
85,13,12,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
86,13,25,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
87,14,18,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
88,14,36,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
89,14,59,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
90,15,49,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
91,15,7,4/28/2022 3:14:59 PM,4/28/2022 3:14:59 PM
